antigen,demands,prob,demand_SID
Measles,"[411528900, 605590100, 470649100, 631072500, 723101700, 883925700, 798060200, 679590900, 814495400, 1043449500]",0.20800000000000007,2
Measles,"[396819800, 333837000, 615027300, 513382700, 708122000, 532793400, 649498600, 759143600, 1158524300, 883131400]",0.264,3
Measles,"[429846900, 502939800, 572604400, 617561300, 629600600, 625890000, 683325200, 915751300, 431746500, 821815500]",0.18200000000000005,4
Measles,"[548055300, 464140000, 474387300, 645280700, 462491900, 479840600, 827544200, 773235700, 843129100, 1614505100]",0.16600000000000004,5
Measles,"[520665000, 491785200, 471563700, 510341800, 739386300, 816470600, 784202000, 1343518200, 1001855300, 957659500]",0.18000000000000005,6
Mumps,"[26736400, 12498300, 33177700, 34572700, 44922400, 48597700, 46763800, 49368100, 57519200, 66225200]",0.17800000000000005,2
Mumps,"[32615900, 32547900, 33976100, 49036600, 32054200, 32825800, 52730800, 60771200, 65267800, 39948200]",0.27,3
Mumps,"[23319900, 33344900, 47824500, 31195400, 43324300, 37227900, 51411300, 40174300, 47738700, 101276400]",0.19200000000000006,4
Mumps,"[30229900, 31047200, 33442500, 30768700, 49838400, 46941200, 49965500, 22868900, 71675500, 63176800]",0.20600000000000007,5
Mumps,"[29831100, 30452900, 25144400, 38266600, 51994400, 34143900, 41144400, 83259400, 66892400, 84650300]",0.15400000000000003,6
PCV,"[234154500, 230959700, 288823000, 367375800, 339341400, 337544000, 378058000, 376258800, 542073600, 475553500]",0.30000000000000004,2
PCV,"[216305800, 241682700, 246499200, 362992900, 347141300, 403608900, 406673900, 463602200, 426915000, 637053600]",0.29000000000000004,3
PCV,"[230111600, 274292400, 311300700, 323472800, 368658500, 319853100, 481005100, 486664400, 381754000, 221413100]",0.18400000000000005,4
PCV,"[225304200, 290455300, 248606100, 320211300, 414207000, 423479000, 445334200, 571187300, 797811500, 572010500]",0.11800000000000001,5
PCV,"[242123800, 249769500, 281415300, 259746400, 297457600, 376917100, 483790700, 582984000, 467170400, 922323100]",0.10800000000000001,6
Pertussis,"[353985600, 352562400, 354981700, 375252600, 324144300, 355838600, 379393400, 365258000, 371282000, 422309100]",0.31000000000000005,2
Pertussis,"[357453800, 360193500, 341887500, 360152700, 415049700, 383664800, 389026500, 441417300, 392652800, 374234200]",0.18600000000000005,3
Pertussis,"[341810000, 382765300, 357577500, 349932000, 368180700, 358057000, 321134000, 307331400, 367617000, 314592900]",0.16000000000000003,4
Pertussis,"[333055800, 368143000, 339776700, 353361200, 409029200, 405678600, 377844000, 378782200, 418192000, 420821100]",0.19000000000000006,5
Pertussis,"[370546200, 363113800, 381280800, 383636900, 387906500, 387332800, 392312300, 379375200, 318292600, 339677700]",0.15400000000000003,6
Polio,"[602252500, 610121700, 715875200, 719517200, 814830300, 841073400, 774322000, 793773000, 932939400, 984337100]",0.28,2
Polio,"[556643300, 689547300, 688453500, 689961300, 756785100, 775748000, 793720600, 1074503200, 953599200, 838487400]",0.2560000000000001,3
Polio,"[634371100, 633549100, 655885100, 703339000, 784596000, 708255400, 909761800, 629365400, 792477400, 688386200]",0.15800000000000003,4
Polio,"[624385300, 677522000, 713396700, 668479800, 703024300, 965870200, 861229200, 884703700, 627783600, 1023803800]",0.138,5
Polio,"[633174400, 643573300, 671348400, 591896700, 777885500, 770376900, 870270300, 881282100, 1025219500, 1197085500]",0.16800000000000004,6
Rotavirus,"[198785000, 218938600, 224127000, 337529800, 389694400, 399629100, 423453600, 608941100, 635062900, 725376800]",0.20800000000000007,2
Rotavirus,"[206749500, 215674200, 166085400, 251657400, 297942200, 231792900, 529245100, 448504800, 484258300, 1165736300]",0.20200000000000007,3
Rotavirus,"[208229000, 257421800, 260939900, 240432200, 351288600, 443118500, 406438100, 504306400, 508557600, 437494700]",0.264,4
Rotavirus,"[190803600, 222157700, 218019500, 173702700, 318853000, 400408400, 331118800, 694508300, 842812500, 995474400]",0.18000000000000005,5
Rotavirus,"[185075300, 130252200, 239585300, 173898900, 277172700, 289585400, 523917500, 617796700, 979298200, 461703100]",0.14600000000000002,6
Rubella,"[447880900, 409188200, 293316400, 551312000, 428809800, 567477700, 669031300, 604314900, 915783400, 732005100]",0.2380000000000001,2
Rubella,"[348196500, 491336400, 493720600, 484242200, 359970100, 541872700, 512504000, 603115200, 544425100, 874728200]",0.15400000000000003,3
Rubella,"[467202200, 467136000, 350117500, 517017100, 569879600, 556241900, 484371400, 750195300, 710844600, 481694800]",0.2420000000000001,4
Rubella,"[471037100, 448094200, 431212200, 551450600, 731382500, 459787700, 606123100, 863305300, 725748900, 1120258900]",0.18400000000000005,5
Rubella,"[375892500, 522493200, 546860700, 486423500, 588677500, 470117600, 864072100, 505138400, 639139300, 960097900]",0.18200000000000005,6
Tetanus,"[655793300, 589039900, 653865300, 676701200, 718251600, 691855400, 607539800, 746242400, 733550800, 705474300]",0.278,2
Tetanus,"[631610300, 673667100, 667704800, 604006700, 708408800, 647269400, 784232500, 697423800, 663827900, 708709100]",0.29600000000000004,3
Tetanus,"[639021100, 624286800, 708811500, 613714200, 653170600, 682205300, 654619700, 704053700, 862241800, 923777900]",0.12000000000000001,4
Tetanus,"[645199700, 657731700, 654123000, 705921000, 624795100, 664959100, 658176000, 681169800, 830580900, 570559000]",0.17200000000000004,5
Tetanus,"[652650300, 594244300, 623594600, 682948700, 656795600, 706625600, 692454200, 753399700, 621516900, 924166700]",0.134,6
