antigen,demands,prob,demand_SID
Hepatitis_B,"[328764400, 338278000, 363941200, 315285800, 361981700, 391349300, 380926800, 401354500, 470964300, 204941500]",0.15400000000000003,6
Hib,"[286677800, 306061700, 285422200, 361438000, 341935900, 360397500, 372502800, 382097300, 409937600, 418451200]",0.19400000000000006,2
Hib,"[316433200, 302792900, 339239700, 342566800, 332089500, 350984400, 383264800, 392851900, 363416400, 425222700]",0.20800000000000007,3
Hib,"[281761500, 293066700, 346902200, 330750100, 358004200, 351235200, 328019400, 360224500, 420677000, 368138300]",0.19600000000000006,4
Hib,"[299433200, 287933700, 348688600, 338043300, 377829100, 364540600, 382140000, 399816100, 426025300, 454071000]",0.20600000000000007,5
Hib,"[297663600, 313468700, 307213300, 325967900, 368972100, 378754000, 392407500, 381970900, 353894200, 411595400]",0.19600000000000006,6
Measles,"[518619900, 375746400, 398902700, 542762500, 713609600, 811118000, 736873900, 888747300, 907113900, 1156756300]",0.3340000000000001,2
Measles,"[463676600, 570622500, 454167100, 806025900, 848281600, 705620500, 761611500, 677237400, 823511600, 633617500]",0.17800000000000005,3
Measles,"[353668900, 489897600, 638311200, 403718000, 676101000, 661328300, 1003061300, 815416800, 1187197600, 547798800]",0.20400000000000007,4
Measles,"[570665100, 559310700, 614308200, 543124700, 687344900, 579170800, 1053447000, 690158000, 330757900, 1120540100]",0.16000000000000003,5
Measles,"[400883100, 581098000, 627345300, 601708900, 527397400, 648710700, 499739400, 1430522900, 749141400, 792097600]",0.12400000000000001,6
Mumps,"[30963300, 26656000, 28518400, 31697300, 36449300, 57974700, 42272200, 43307200, 42762600, 62740800]",0.31000000000000005,2
Mumps,"[23093500, 24442800, 27787300, 44732600, 31925200, 33114600, 54943500, 65230000, 78861900, 67219600]",0.18000000000000005,3
Mumps,"[25649100, 28849400, 39045200, 39722700, 36402400, 27034800, 45075800, 60712500, 54612500, 29676400]",0.20200000000000007,4
Mumps,"[29915900, 42880800, 32573500, 30876900, 54989500, 41453200, 38535600, 66882700, 69737100, 96361100]",0.18800000000000006,5
Mumps,"[31323900, 40485900, 35986200, 32310500, 28697000, 35574100, 70375000, 18721800, 82701200, 57528700]",0.12000000000000001,6
PCV,"[230807600, 252874000, 253518100, 358761500, 378449000, 338860200, 414534900, 389114800, 490285100, 600132100]",0.2460000000000001,2
PCV,"[228140100, 293972900, 280196100, 344667600, 315166900, 378101600, 402441200, 580352000, 312482300, 334129000]",0.258,3
PCV,"[211790700, 226310500, 305294700, 272866400, 319420400, 420952100, 428136200, 287020700, 528636500, 318672000]",0.18000000000000005,4
PCV,"[222556200, 268654200, 273946800, 321722700, 444595800, 369710800, 381844400, 455529100, 470730400, 902895300]",0.17400000000000004,5
PCV,"[234816000, 261757300, 283853300, 311953200, 374069800, 348716700, 337817600, 359541700, 788352600, 578695300]",0.14200000000000002,6
Pertussis,"[377184400, 390393100, 371773400, 340315800, 366275200, 384359400, 367113300, 405201700, 364753200, 404717500]",0.31400000000000006,2
Pertussis,"[364692000, 345936400, 359926400, 368572400, 330632300, 357802900, 369397300, 295244400, 427464000, 371042600]",0.18000000000000005,3
Pertussis,"[351095500, 342628700, 356906100, 342541800, 348739500, 360337100, 381747400, 376965100, 330916900, 258759400]",0.16000000000000003,4
Pertussis,"[360214500, 360608200, 378381300, 414326900, 340761600, 341426400, 390099300, 424364000, 451424300, 392313700]",0.21200000000000008,5
Pertussis,"[345333400, 352676200, 337014400, 374357900, 361488700, 347533000, 394569400, 340491000, 313930300, 513941800]",0.134,6
Polio,"[608569400, 624020000, 553923300, 730725000, 729740400, 776213400, 853164200, 874966100, 822064900, 926389900]",0.19000000000000006,2
Polio,"[603345500, 655574500, 694963800, 708181800, 677996900, 840687100, 808107400, 861154600, 1059663600, 980287300]",0.2340000000000001,3
Polio,"[614187100, 654523900, 665289500, 726314000, 767137300, 824302900, 825918000, 838587200, 825905500, 1162269500]",0.21600000000000008,4
Polio,"[652386500, 643240100, 574863000, 726677800, 753423000, 877586600, 739684000, 803043500, 849221900, 738018800]",0.2300000000000001,5
Polio,"[640700600, 707179300, 727217300, 720878200, 794851900, 569168400, 909572600, 704333600, 787577600, 968494100]",0.13,6
Rotavirus,"[202102100, 155841000, 236069900, 312315400, 307625200, 297413300, 443961600, 554686000, 622167600, 824016700]",0.3560000000000001,2
Rotavirus,"[157053900, 184442900, 251870200, 182109400, 303972700, 302459400, 413883000, 550021000, 455392700, 284730800]",0.17000000000000004,3
Rotavirus,"[209202600, 181239300, 315516000, 294039300, 257511300, 381815400, 479180500, 492327200, 991227200, 307926400]",0.15000000000000002,4
Rotavirus,"[206578800, 244793900, 275584600, 265721000, 139046400, 355831000, 449939800, 601532300, 804202600, 1278199400]",0.15800000000000003,5
Rotavirus,"[196024500, 214933900, 247486700, 265032000, 430765400, 379173100, 407748500, 688775600, 312426900, 685661900]",0.16600000000000004,6
Rubella,"[325694200, 395129200, 347429400, 601371100, 523107200, 513020400, 709081300, 680422400, 789246000, 777607700]",0.266,2
Rubella,"[407188800, 390935900, 580177400, 403616000, 489912100, 721479200, 587356700, 522360700, 605891600, 1007629000]",0.22000000000000008,3
Rubella,"[337697800, 430499200, 284148500, 402899500, 427746000, 632589800, 549036000, 518741000, 566111500, 368942400]",0.16800000000000004,4
Rubella,"[408826200, 494397000, 495553000, 584674400, 458533300, 615968200, 607172500, 957920600, 1168859200, 578260000]",0.15800000000000003,5
Rubella,"[325278800, 358973400, 356303700, 539029100, 536140700, 565319100, 538291600, 763453500, 455207700, 996210600]",0.18800000000000006,6
Tetanus,"[663050300, 640523300, 688976600, 667612000, 592749800, 672927700, 695883700, 735641400, 733819100, 737757700]",0.2320000000000001,2
Tetanus,"[615050500, 621090700, 637994400, 671745700, 776966300, 708346100, 703875400, 749080900, 712086700, 690684800]",0.274,3
Tetanus,"[615261700, 628073100, 584840600, 659296500, 664099600, 698020100, 751701100, 551029500, 767677700, 776856700]",0.20000000000000007,4
Tetanus,"[665307800, 615563200, 655205600, 718497200, 629880900, 631721600, 684434000, 624472400, 706152200, 551363400]",0.17200000000000004,5
Tetanus,"[628507500, 638317000, 667638500, 690996300, 672818600, 751608200, 594929900, 688270100, 881382600, 843943100]",0.12200000000000001,6
