antigen,demands,prob,demand_SID
Diphtheria,"[545886500, 698207000, 729695600, 645952100, 861513600, 982982700, 2023368200, 905748200, 1307555500, 1237306200]",0.004800000000000002,26
Diphtheria,"[747640800, 686806800, 723530900, 746988400, 771458600, 932831000, 962798400, 1033564300, 1245598900, -2147483648]",0.0064,27
Diphtheria,"[666581000, 621550400, 772730500, 919084100, 875760900, 1202316100, 677303200, 1086323900, 1973507200, 972024400]",0.0064,28
Diphtheria,"[711771600, 736340000, 805046900, 981283700, 1125021000, 1038027500, 1047094800, 1561520400, 1841037900, 1875686600]",0.0072000000000000015,29
Diphtheria,"[624600800, 750265400, 780874200, 853526100, 1232221100, 579692700, 1123816200, 1075764800, 1111091200, 2046349200]",0.004000000000000001,30
Diphtheria,"[744494200, 736583400, 889082500, 872711800, 1129572400, 1215068500, 1583523400, 1330575400, 1371456600, -2147483648]",0.005200000000000002,31
HPV,"[18988200, 18779800, 27460000, 72849500, 92670600, 64703800, 42237000, 42368400, 33730500, 35038500]",0.8,1
HPV,"[27408100, 36795300, 44960900, 42153100, 54014700, 57247900, 67205500, 74837800, 78713600, 88601800]",0.004800000000000002,2
HPV,"[29278100, 34529800, 41314600, 46831600, 52100600, 61799200, 68661300, 71927100, 88594400, 94993400]",0.010000000000000002,3
HPV,"[26509800, 35593800, 41761900, 46914800, 51357500, 59171600, 66488200, 73483500, 84634900, 80794100]",0.004000000000000001,4
HPV,"[26621500, 38049900, 42725200, 46993500, 54230900, 60065400, 65293500, 74388900, 68226900, 92640900]",0.009200000000000003,5
HPV,"[29427100, 37704900, 41398200, 43937900, 52253500, 54411200, 59600800, 66819100, 80356300, 105201400]",0.0056000000000000025,6
HPV,"[28226500, 34581400, 40672900, 47093800, 52894700, 58089500, 70172300, 68605900, 76444800, 85156000]",0.010000000000000002,7
HPV,"[27508600, 36377800, 40312300, 45182300, 55222000, 54921400, 61747300, 79466200, 82314800, 80854800]",0.012000000000000004,8
HPV,"[27759300, 34047300, 40531800, 46839000, 49542500, 55093300, 71249900, 85513900, 85780800, 94571600]",0.008800000000000002,9
HPV,"[28415600, 37763500, 41861400, 46084000, 55403100, 59630400, 71014300, 69932000, 83646000, 69936200]",0.007600000000000002,10
HPV,"[26874900, 37095000, 39966400, 48632200, 53650900, 55880000, 62630100, 68193400, 84295000, 87623800]",0.008400000000000003,11
HPV,"[27328500, 35317800, 42589600, 43438300, 55107600, 66109500, 65174500, 78458900, 80706500, 104860900]",0.006000000000000003,12
HPV,"[29783600, 34529300, 42482400, 47637500, 50917900, 57195600, 70752800, 73913300, 93801500, 82277800]",0.0068000000000000005,13
HPV,"[26089800, 37207500, 41377100, 43719200, 55963100, 54556900, 76963900, 68464800, 83295500, 108354500]",0.0036000000000000008,14
HPV,"[30681500, 35823100, 39993700, 49190000, 54317700, 58589800, 78418900, 70089500, 64092200, 79303500]",0.0064,15
HPV,"[27861100, 35090400, 42685100, 47035400, 49755200, 66686300, 63190200, 70848500, 80267900, 87792400]",0.008800000000000002,16
HPV,"[30165900, 37971100, 40853800, 49806300, 52450400, 61180100, 72790500, 80794800, 81790700, 74356600]",0.004400000000000001,17
HPV,"[31179300, 35526900, 41383600, 45425800, 55220000, 62349800, 72582300, 71735000, 72001400, 97499300]",0.0072000000000000015,18
HPV,"[29164700, 35497800, 41315300, 47744000, 52504500, 53909400, 55826500, 71391600, 90660200, 76285100]",0.0056000000000000025,19
HPV,"[29594600, 33376100, 38232800, 45033300, 56494200, 60064600, 71023500, 59284800, 86729600, 83663700]",0.005200000000000002,20
HPV,"[28945200, 35167100, 43493600, 43230700, 54138300, 54306400, 62852200, 66252900, 76189000, 91636300]",0.0072000000000000015,21
HPV,"[30209500, 38764500, 41480300, 44635300, 55462000, 64684900, 69621400, 76534000, 75469000, 84387500]",0.007600000000000002,22
HPV,"[29825700, 35133000, 42789700, 43823100, 59118900, 58686900, 59901400, 60149400, 72488100, 69979600]",0.0036000000000000008,23
HPV,"[29859000, 35558300, 39510300, 44808000, 50823600, 64349700, 61298500, 74840100, 93500200, 89254500]",0.0064,24
HPV,"[26381000, 34897500, 43920100, 46101100, 58004500, 60276400, 65564100, 69736400, 85490000, 107126800]",0.005200000000000002,25
HPV,"[29826800, 36271500, 42452200, 44048100, 52884900, 59041200, 72524900, 70584400, 89639000, 89299200]",0.011200000000000002,26
HPV,"[28604300, 34751800, 43094600, 47949300, 51636000, 56949500, 65637900, 76170700, 69944400, 86946200]",0.009200000000000003,27
HPV,"[27657700, 34441300, 39370400, 46868600, 51253500, 48502500, 66015200, 77115000, 83084100, 105116500]",0.0036000000000000008,28
HPV,"[29078100, 36580400, 37574000, 44772700, 52506000, 62805600, 62038800, 84151200, 84784300, 68321700]",0.0036000000000000008,29
HPV,"[29130400, 34245500, 43600100, 45913900, 55543500, 59408800, 61181300, 62880300, 83762500, 94401600]",0.005200000000000002,30
HPV,"[27516900, 36978800, 41607200, 44365200, 51700400, 54472400, 69709400, 70065500, 72049000, 107770800]",0.0028000000000000004,31
Hepatitis_B,"[312284600, 343008200, 351717800, 334973600, 334455600, 328430100, 332308900, 328200500, 332214900, 335525400]",0.8,1
Hepatitis_B,"[410703700, 394726600, 455058800, 440667600, 324876000, 458683900, 473285200, 433237300, 448206300, 436645900]",0.008400000000000003,2
Hepatitis_B,"[367899800, 397096100, 371863600, 396265400, 481334800, 460819700, 394718400, 307416400, 352012500, 467247100]",0.007600000000000002,3
Hepatitis_B,"[361450400, 362974100, 358595100, 337610100, 315879700, 420871000, 416656000, 397573900, 513788700, 311250900]",0.010400000000000001,4
Hepatitis_B,"[363112900, 315988000, 433055200, 395040000, 471817400, 361261800, 403415800, 437080000, 512217000, 499379600]",0.008800000000000002,5
Hepatitis_B,"[313696200, 352566100, 365587100, 364855800, 492305000, 404150700, 512721300, 509046500, 282860400, 450400900]",0.007600000000000002,6
Hepatitis_B,"[377162400, 412565000, 484292000, 490750800, 364047700, 255377300, 331482100, 285298200, 363082700, 443896600]",0.009600000000000001,7
Hepatitis_B,"[368571300, 448746800, 349095400, 375745400, 464189500, 312490300, 269318700, 541128000, 463121100, 347033600]",0.004400000000000001,8
Hepatitis_B,"[385203400, 408331500, 355848200, 444460900, 426581900, 481032100, 510174100, 364078800, 529540500, 483347300]",0.008000000000000002,9
Hepatitis_B,"[408250700, 409537200, 405938200, 474895100, 398978000, 502205000, 500410600, 341626000, 373714800, 140092500]",0.005200000000000002,10
Hepatitis_B,"[393025400, 411863300, 359634400, 395674400, 403488300, 374005700, 286583000, 341884400, 482827500, 678554300]",0.008400000000000003,11
Hepatitis_B,"[388571600, 396485200, 362217600, 452276400, 377813100, 575931700, 289661200, 564006700, 334417600, 351106900]",0.004400000000000001,12
Hepatitis_B,"[371999100, 408271200, 435781600, 371733600, 277339600, 461923800, 574245500, 323558100, 337849700, 669474900]",0.0072000000000000015,13
Hepatitis_B,"[374867200, 352955000, 336703600, 378306000, 402868600, 415780000, 477557000, 166319500, 567568800, 463169500]",0.009200000000000003,14
Hepatitis_B,"[361751800, 398912200, 332219500, 373734500, 391784600, 427495800, 489994000, 538932000, 604649600, 295666400]",0.007600000000000002,15
Hepatitis_B,"[374947500, 396917200, 290606300, 326550900, 373027100, 401351700, 242107700, 343034600, 524454500, 347030600]",0.009200000000000003,16
Hepatitis_B,"[394234700, 445806100, 413889800, 400147000, 376512200, 306517600, 580464900, 606886400, 316159000, 443466000]",0.0068000000000000005,17
Hepatitis_B,"[401490900, 410567400, 432963000, 373868600, 368430500, 275333600, 323775000, 554392400, 531549400, 163631800]",0.0068000000000000005,18
Hepatitis_B,"[332673500, 433383800, 423115200, 418038000, 368773500, 391355700, 201306300, 430437200, 127473200, 455234400]",0.006000000000000003,19
Hepatitis_B,"[407483000, 321594300, 399211300, 593697100, 346931300, 319940200, 562578200, 324281900, 388401200, 126980400]",0.004000000000000001,20
Hepatitis_B,"[347902900, 427622100, 418296700, 295711400, 484651200, 283048900, 547824700, 386658200, 428130400, 604318300]",0.0064,21
Hepatitis_B,"[358559900, 363228100, 445623100, 404770400, 534158800, 269223700, 414812000, 293611400, 379588300, 395848900]",0.005200000000000002,22
Hepatitis_B,"[422354200, 350280500, 368399800, 307852100, 449949500, 343410100, 274107900, 484539300, 603337300, 494504500]",0.005200000000000002,23
Hepatitis_B,"[401490600, 397063200, 395323200, 380517700, 473391100, 555861400, 560317400, 501226200, 578473400, 656384700]",0.004000000000000001,24
Hepatitis_B,"[380395500, 411230300, 313587900, 352931300, 274820200, 296352100, 563700800, 293812000, 525968400, 559467600]",0.005200000000000002,25
Hepatitis_B,"[364413200, 327086200, 374111200, 378880400, 415245500, 512385100, 394716900, 511261500, 435202600, 459564600]",0.010000000000000002,26
Hepatitis_B,"[356553200, 343668700, 440946600, 527638300, 515749500, 417027600, 562313700, 567675400, 346654600, 374305000]",0.005200000000000002,27
Hepatitis_B,"[362373900, 432042500, 473189500, 365082800, 536849600, 382327300, 181117300, 401866600, 420495000, 382525200]",0.0056000000000000025,28
Hepatitis_B,"[449867900, 384540000, 479366900, 485237200, 425058200, 443890000, 494844100, 308291100, 222548600, 478067600]",0.004000000000000001,29
Hepatitis_B,"[438395600, 390588300, 400950100, 350195600, 316247800, 521454800, 385108900, 521970400, 251172400, 241001100]",0.004000000000000001,30
Hepatitis_B,"[412890500, 378116600, 460541900, 428457900, 509207300, 566986100, 467341300, 237698100, 337729400, 311647200]",0.0056000000000000025,31
Hib,"[259536200, 282777100, 287252900, 274027900, 274339400, 270041300, 273119600, 270415600, 273713400, 276715500]",0.8,1
Hib,"[308462400, 308564000, 317849200, 348113400, 353835500, 364190100, 361704000, 387351100, 363068900, 408753500]",0.009600000000000001,2
Hib,"[296797500, 286435900, 324747800, 327110000, 358279900, 386356000, 373120300, 367969400, 422523900, 380845900]",0.008800000000000002,3
Hib,"[316577600, 321711600, 337724800, 323457000, 360463500, 375263500, 362984500, 401432800, 409140000, 453740700]",0.0056000000000000025,4
Hib,"[292457000, 315010000, 326207300, 332843200, 350062400, 362530200, 399440500, 394371600, 351868000, 351641500]",0.011200000000000002,5
Hib,"[290485200, 340862100, 301672100, 347190200, 369051400, 309998000, 379238500, 385344800, 435675100, 417032400]",0.0064,6
Hib,"[314567700, 321568900, 296850400, 325095900, 319261000, 341491800, 401345100, 312435700, 393578700, 472350800]",0.0056000000000000025,7
Hib,"[299028600, 322072200, 345119600, 348047700, 352645100, 368173600, 312594300, 339274000, 422829100, 324542600]",0.008800000000000002,8
Hib,"[310316400, 297170400, 320419100, 369990600, 300165300, 360791900, 426902300, 431185400, 417695800, 426079000]",0.0064,9
Hib,"[286053200, 315227900, 341406300, 339146400, 366105200, 335603600, 332084400, 444557400, 364984600, 472132500]",0.008000000000000002,10
Hib,"[308277900, 320642700, 321611600, 347226800, 379014800, 316527700, 360000500, 427176800, 422617800, 366279100]",0.009200000000000003,11
Hib,"[291417500, 311890600, 344929300, 319670600, 326911900, 414111800, 398556500, 425037700, 330888300, 467342800]",0.0072000000000000015,12
Hib,"[304563200, 305443000, 321914800, 339395200, 377692800, 342423300, 369175000, 326055900, 471423100, 463112900]",0.0068000000000000005,13
Hib,"[294406300, 310354400, 303812300, 352255600, 325646800, 369785000, 409761000, 387110200, 419742600, 346032500]",0.008000000000000002,14
Hib,"[294880600, 327632500, 305130900, 287613300, 353686500, 331033000, 363097000, 315400700, 387637800, 390389700]",0.007600000000000002,15
Hib,"[290946200, 298047700, 291268100, 324101600, 303571000, 346523500, 339439600, 339683000, 421170900, 447902500]",0.0064,16
Hib,"[290933600, 297574800, 325401200, 385800700, 329575600, 398124500, 392204800, 362026800, 406753400, 418845600]",0.0068000000000000005,17
Hib,"[273504300, 306719200, 345273000, 339475800, 325370400, 361916200, 292962200, 422220700, 366041100, 362395700]",0.0056000000000000025,18
Hib,"[280606800, 312320600, 311064000, 288156800, 298139800, 296610000, 394165300, 385284400, 468433000, 384758500]",0.004000000000000001,19
Hib,"[273504000, 330514800, 318286400, 310006400, 399002900, 332114200, 412335700, 369613800, 378903600, 459251100]",0.007600000000000002,20
Hib,"[291516100, 318538500, 327884000, 288266700, 331367800, 323117500, 325606000, 451677100, 461589000, 401913600]",0.005200000000000002,21
Hib,"[293199600, 292166600, 328886700, 337548600, 338408500, 300257200, 385730300, 374343700, 369208100, 378685100]",0.009600000000000001,22
Hib,"[294689800, 302381300, 331716600, 347208600, 370925600, 420846400, 370518400, 281200700, 364660400, 453881700]",0.004000000000000001,23
Hib,"[278907600, 280970000, 318116200, 329404500, 327058900, 327114100, 349080400, 417900700, 322820100, 481498900]",0.004400000000000001,24
Hib,"[299569400, 297919000, 297555300, 380453400, 373966100, 377342800, 392127400, 394003500, 456985700, 422862900]",0.008000000000000002,25
Hib,"[324251600, 326363000, 353595800, 361017800, 284764200, 339327100, 362064200, 410850400, 391041800, 321576400]",0.0032,26
Hib,"[305846600, 303218500, 322936200, 330277300, 266557400, 371290700, 367501000, 352358200, 405555100, 470942000]",0.004400000000000001,27
Hib,"[292757300, 321862800, 349038800, 328756800, 381272100, 406970000, 382421700, 438686600, 352788000, 389147100]",0.0068000000000000005,28
Hib,"[285294400, 323442100, 327150100, 339976400, 310168800, 321034800, 357967200, 351445600, 462962100, 328248600]",0.005200000000000002,29
Hib,"[304764700, 301924100, 298813200, 346308800, 366676600, 340344900, 466890400, 373341800, 404802800, 405550300]",0.0036000000000000008,30
Hib,"[320634000, 308278100, 306123400, 335256300, 374077200, 332792000, 316177500, 379604600, 421222000, 458045000]",0.006000000000000003,31
IPV,"[522182000, 582182300, 608631800, 590689600, 591743500, 572503000, 130824100, 128516200, 130807300, 132956000]",0.8,1
Measles,"[420097000, 358616900, 394831600, 346093200, 377569100, 407486200, 271512200, 386591100, 290515900, 326808200]",0.8,1
Measles,"[520688600, 599384600, 741765500, 584291600, 610795400, 751325700, 699010900, 831020100, 825941600, 1061105100]",0.0056000000000000025,2
Measles,"[558200700, 568584000, 470701300, 569931600, 693752000, 880470900, 794733300, 944858600, 1111350000, 635813500]",0.006000000000000003,3
Measles,"[396235400, 525423200, 507983700, 478856400, 600172200, 551044600, 684851800, 969568700, 991050500, 1391486700]",0.007600000000000002,4
Measles,"[403209300, 477992600, 574350300, 589385100, 625684300, 571410200, 1164655200, 647187900, 942801300, 1502330400]",0.016,5
Measles,"[469022600, 633948600, 381948400, 508862000, 957005600, 762304000, 903004600, 879614900, 493894200, 804120000]",0.009600000000000001,6
Measles,"[343112800, 555270500, 535628400, 571149000, 555128700, 783811100, 987009400, 286267700, 1189037700, 788968300]",0.0056000000000000025,7
Measles,"[597695300, 571129300, 430894300, 657128100, 754373900, 605882400, 739527300, 1033610100, 422122100, 1474487100]",0.0064,8
Measles,"[290006300, 593057500, 568838500, 419951300, 515243300, 394618400, 320728700, 954308900, 502109800, 748646200]",0.008800000000000002,9
Measles,"[411409700, 571604100, 555145800, 962116800, 648855000, 842463400, 624190500, 603622800, 1474831000, 1259620200]",0.0072000000000000015,10
Measles,"[385217900, 456030400, 506516700, 499163500, 733679700, 803631100, 544933600, 1220409200, 1151431500, 1578508600]",0.008000000000000002,11
Measles,"[416434300, 561948200, 543980300, 538234600, 689849600, 337069600, 501135300, 973177800, 1176518100, 590144200]",0.0056000000000000025,12
Measles,"[452060900, 572743200, 841257000, 724476700, 467847400, 924058400, 1014941000, 1159474500, 655813800, 915465500]",0.006000000000000003,13
Measles,"[451652600, 529439400, 643084300, 472742400, 435722500, 326776400, 668510300, 911194400, 1518358000, 1528535700]",0.008400000000000003,14
Measles,"[517521400, 567370900, 550639900, 554245900, 588540900, 777982100, 1098868100, 705804000, 1285134800, 344729000]",0.008400000000000003,15
Measles,"[544404400, 608875300, 534738600, 683064300, 278382100, 836684500, 601553100, 472612600, 554524400, 1355249600]",0.0072000000000000015,16
Measles,"[430891900, 521975900, 786134800, 514739900, 727844100, 578987300, 522003800, 328514000, 643480700, 570195700]",0.004000000000000001,17
Measles,"[427055800, 535923900, 583779200, 771497800, 818495200, 619180000, 1203551000, 1254843900, 688261900, 1366164500]",0.0064,18
Measles,"[417862600, 322988600, 608309200, 548586800, 555341000, 976959500, 782512800, 1231067200, 1191608800, 275233000]",0.0064,19
Measles,"[532499900, 474403900, 727277500, 405320800, 661484400, 1071299700, 685559300, 608457300, 1327573600, 1185437500]",0.008000000000000002,20
Measles,"[561130700, 450254500, 356036900, 489081100, 575428100, 572212800, 255820500, 1489370300, 381886800, 907709900]",0.004800000000000002,21
Measles,"[419992300, 549859300, 514703100, 689452500, 568684900, 745078100, 1289961000, 1357991200, 1261184600, 672055800]",0.004400000000000001,22
Measles,"[470316200, 614786600, 505501700, 839683100, 931389000, 588488100, 922087700, 619779000, 868363300, 1042693200]",0.006000000000000003,23
Measles,"[552015500, 629429100, 636251700, 508199400, 547280000, 1073967500, 1017570200, 862477300, 458117800, 1687512500]",0.004400000000000001,24
Measles,"[474686800, 586898300, 676948800, 747665900, 261479000, 932714900, 657928000, 1047932000, 1064498300, 852352400]",0.0056000000000000025,25
Measles,"[514214600, 652817900, 616612000, 768066100, 985320500, 497238200, 919148600, 1211095000, 1474323200, 526850600]",0.004800000000000002,26
Measles,"[436577800, 342646300, 665474100, 843665900, 675482800, 874195400, 899484700, 910772100, 490006300, 671946500]",0.005200000000000002,27
Measles,"[451407000, 637229300, 645340900, 413299800, 580137200, 634281700, 529658200, 328865200, 1201034600, 544838400]",0.0072000000000000015,28
Measles,"[429885800, 622070900, 438798600, 471180500, 376744900, 643916000, 245991800, 1005452500, 1145818000, 1138977100]",0.0068000000000000005,29
Measles,"[438012700, 748149100, 688984100, 886663800, 745061700, 1189304500, 974129900, 486153100, 838838500, 1313300200]",0.004400000000000001,30
Measles,"[578551500, 530522500, 613201200, 948601400, 646492700, 721474400, 959779300, 717116000, 310654600, 1235941100]",0.005200000000000002,31
Mumps,"[26052200, 26626400, 25785400, 25268100, 23536200, 16205400, 18650400, 8909600, 10718500, 12977700]",0.8,1
Mumps,"[22927300, 20932900, 31158300, 29486900, 34069800, 45473700, 44507600, 44743800, 56776500, 52293200]",0.010400000000000001,2
Mumps,"[25298900, 35825600, 28309600, 34167200, 56941500, 34282800, 52971000, 61662700, 54703300, 79141000]",0.007600000000000002,3
Mumps,"[20805100, 27986400, 29062300, 31362300, 32914000, 34978900, 49196300, 36209300, 95135900, 77415800]",0.010800000000000002,4
Mumps,"[28568900, 44316300, 29910400, 42925000, 43035900, 34138600, 37070300, 62755300, 51887400, 32244300]",0.0068000000000000005,5
Mumps,"[27042400, 37087600, 28641400, 52698100, 48223800, 57811500, 29019300, 42231300, 50964400, 97445800]",0.0064,6
Mumps,"[29403000, 31216900, 37487100, 25967000, 39697000, 42109400, 71475900, 60649800, 41162500, 29420000]",0.009600000000000001,7
Mumps,"[23985500, 39991700, 38080200, 40334300, 40533600, 42959600, 52812300, 36520300, 2954900, 71191800]",0.004800000000000002,8
Mumps,"[33255400, 36015600, 45430900, 41380400, 28638500, 51242400, 48321100, 90307000, 110104100, 27118700]",0.0056000000000000025,9
Mumps,"[30830100, 26997300, 31103800, 40884500, 42883500, 58317800, 62190000, 95851700, 49527700, 97466600]",0.007600000000000002,10
Mumps,"[30556900, 28590900, 25624700, 46372200, 33142800, 36229700, 49265600, 19497600, 42373700, 21404400]",0.009200000000000003,11
Mumps,"[21667600, 37860300, 35443500, 55499900, 44707400, 37050200, 61176400, 51095000, 86200600, 104338900]",0.012000000000000004,12
Mumps,"[31407600, 33922000, 26908300, 21349100, 46267500, 34373500, 20668000, 41904700, 38661100, 93660600]",0.006000000000000003,13
Mumps,"[39449700, 32575900, 31495400, 40946600, 39619100, 25468900, 36754700, 94940600, 61476300, 68200000]",0.0064,14
Mumps,"[25608900, 34684900, 27087200, 29111400, 25086900, 47108300, 75400200, 39864500, 25562600, 97409200]",0.0064,15
Mumps,"[22757400, 28969400, 27980300, 30730000, 16843000, 24214800, 10725800, 60048600, 34487500, 46373500]",0.0068000000000000005,16
Mumps,"[25531400, 19389500, 38144000, 38775400, 59159100, 53119000, 28022200, 42969500, 78812200, 76056300]",0.008000000000000002,17
Mumps,"[30781800, 31756400, 27849500, 35796100, 43609400, 52306400, 64895900, 1237900, 54563100, 56182700]",0.006000000000000003,18
Mumps,"[23723800, 26488700, 37709400, 36576600, 69790100, 30445200, 59948600, 55268700, 95484400, 60998200]",0.007600000000000002,19
Mumps,"[36449000, 22274300, 22355600, 44466500, 48408700, 60117300, 40086900, 79381500, 23579900, 60919400]",0.0064,20
Mumps,"[29008200, 30389100, 43614300, 22148300, 5965200, 73177100, 36430900, 32043200, 48428300, 84379600]",0.005200000000000002,21
Mumps,"[30911500, 19561300, 24350600, 43508400, 38387900, 54793700, 70326700, 65708200, 64552000, 18564700]",0.006000000000000003,22
Mumps,"[31272900, 16404100, 20368600, 42895200, 61116700, 20779500, 1048400, 69229300, 84339100, 37830500]",0.004000000000000001,23
Mumps,"[29275500, 20584300, 23317800, 35906300, 39286100, 26984500, 66692600, 76111100, 1600, 84936900]",0.004400000000000001,24
Mumps,"[30650600, 29351800, 23535100, 40434900, 37489000, 28268800, 8649900, 23582500, 89174100, 90107200]",0.004800000000000002,25
Mumps,"[24923500, 25125800, 33648600, 27429900, 30594200, 57857800, 31360900, 88235000, 85289400, 69577200]",0.0056000000000000025,26
Mumps,"[28591700, 32398400, 27369200, 30954600, 55228200, 39048400, 43040800, 57304800, 29143600, 111155000]",0.0056000000000000025,27
Mumps,"[23559300, 27304400, 37726700, 37603300, 47411900, 17670000, 42123100, 82212300, 48565700, 20906700]",0.004400000000000001,28
Mumps,"[35536400, 20604700, 37690400, 50918400, 24448300, 27144300, 56733700, 47258800, 68995700, 9435200]",0.0056000000000000025,29
Mumps,"[25126400, 31496100, 21344200, 17414500, 51180000, 53551700, 90971200, 39981200, 61629500, 80565200]",0.004800000000000002,30
Mumps,"[20723600, 30982500, 41612300, 37066200, 49085100, 54632800, 20929400, 22233800, 26826300, 64386800]",0.005200000000000002,31
PCV,"[160800200, 186996100, 209165500, 205938500, 220998700, 219106600, 222271100, 217335600, 218764600, 220234300]",0.8,1
PCV,"[229980600, 255538100, 322750600, 318306500, 363296300, 369410900, 285323300, 435396500, 470226400, 530917400]",0.008000000000000002,2
PCV,"[217304000, 262275300, 327108600, 328942400, 372129800, 353796500, 370562100, 492289800, 466028200, 179323800]",0.010400000000000001,3
PCV,"[228025000, 270527400, 333973500, 349599500, 355922500, 316447400, 486664800, 392780800, 529487100, 752423700]",0.008000000000000002,4
PCV,"[217608200, 267216900, 253205600, 301483300, 300469200, 342484400, 447616200, 324915700, 327715900, 505043600]",0.009200000000000003,5
PCV,"[226908300, 266172900, 291470900, 280504500, 262950800, 362393100, 391298200, 377741900, 655734600, 539937000]",0.008000000000000002,6
PCV,"[225969300, 289017100, 286603400, 329319400, 279445500, 427393400, 421553100, 540545800, 331134200, 755133900]",0.008000000000000002,7
PCV,"[229581000, 252925700, 335337500, 301099400, 377048800, 241709400, 539591600, 304572600, 464498100, 236537200]",0.007600000000000002,8
PCV,"[225756100, 208856600, 256140000, 301887400, 383291500, 325596600, 338839100, 585292200, 312892600, 496960200]",0.009600000000000001,9
PCV,"[239948600, 246603100, 247021300, 307071800, 276805900, 259200200, 415624100, 691825800, 607373500, 748233300]",0.004800000000000002,10
PCV,"[234096600, 278650000, 254458800, 281053300, 285379100, 276014000, 382255600, 520386500, 758204800, 296665300]",0.0056000000000000025,11
PCV,"[236825300, 245273600, 237444900, 358410700, 400538500, 479010600, 442527700, 325024100, 292688600, 164323800]",0.005200000000000002,12
PCV,"[245865900, 291960400, 297634700, 298725500, 373583000, 333465400, 431126600, 322344600, 477666000, 931621500]",0.007600000000000002,13
PCV,"[234277300, 243438900, 332617400, 293692500, 349340400, 471133100, 442239800, 442141500, 560320200, 397625900]",0.007600000000000002,14
PCV,"[240673100, 231121500, 302658000, 334326900, 326292400, 364004600, 411305100, 159520200, 546481100, 317822100]",0.0064,15
